
0.606905460357666,90.0
0.6282205581665039,94.1
0.6492512226104736,97.7
0.6502118110656738,101.1
0.6755399703979492,104.0
0.6972336769104004,106.4
0.6983802318572998,108.3
0.7193377017974854,109.5
0.7402610778808594,110.0
0.7409851551055908,109.8
0.7617857456207275,108.9
0.7829082012176514,107.4
0.7839210033416748,105.1
0.8054180145263672,102.5
0.8273289203643799,99.4
0.8483915328979492,95.8
0.8490936756134033,92.2
0.8709189891815186,88.3
0.89237380027771,84.7
0.8931491374969482,81.2
0.9140243530273438,77.9
0.9349527359008789,75.2
0.9357144832611084,73.0
0.9565715789794922,71.3
0.9820055961608887,70.3
0.9834046363830566,70.0
1.0042409896850586,70.5
1.0261266231536865,71.6
1.0268580913543701,73.5
1.0476388931274414,75.9
1.0686256885528564,78.7
1.0896430015563965,82.1
1.0909311771392822,85.6
1.1118853092193604,89.3
1.1327381134033203,93.2
1.1335070133209229,96.7
1.154233694076538,100.1
1.182410478591919,103.2
1.183821201324463,105.8
1.2049498558044434,107.8
1.2061567306518555,109.2
1.227386236190796,109.9
1.2485237121582031,109.9
1.2794582843780518,109.2
1.2805297374725342,107.9
1.282484769821167,105.8
1.3035147190093994,103.2
1.324573040008545,100.3
1.32554030418396,96.7
1.3465065956115723,93.2
1.3771355152130127,89.5
1.3785078525543213,85.6
1.3995976448059082,82.1
1.4005708694458008,78.7
1.4214065074920654,75.9
1.4424185752868652,73.5
1.4636225700378418,71.6
1.4645678997039795,70.5
1.4854762554168701,70.0
1.50642991065979,70.3
1.5073537826538086,71.2
1.5279252529144287,72.7
1.5490601062774658,75.0
1.5701892375946045,77.7
1.5712225437164307,80.8
1.5921440124511719,84.4
1.6131784915924072,88.0
1.6142609119415283,92.0
1.6351523399353027,95.6
1.6560966968536377,99.0
1.656914472579956,102.3
1.6812787055969238,105.0
1.7024445533752441,107.2
1.7034246921539307,108.8
1.7245020866394043,109.7
1.7454960346221924,110.0
1.7463102340698242,109.5
1.7669439315795898,108.4
1.7894527912139893,106.5
1.790926456451416,104.1
1.8121330738067627,101.3
1.8335716724395752,97.9
1.8544716835021973,94.4
1.8551697731018066,90.7
1.8763513565063477,86.8
1.8978352546691895,83.3
1.8991541862487793,79.9
1.9199719429016113,76.8
1.9410638809204102,74.2
1.9420576095581055,72.2
1.9629802703857422,70.8
1.9841465950012207,70.1
1.9849975109100342,70.1
2.0055947303771973,70.8
2.026594400405884,72.1
2.047684907913208,74.2
2.048513889312744,76.8
2.0692942142486572,79.7
